Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1675611710,100,,Aggregated,1.600000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,62,0,51000.0,48669.55430106512,32604.096374998335,51478.4767079982,252.1290322580645
1675611711,100,,Aggregated,1.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,63,0,51000.0,48711.19955290546,32604.096374998335,51478.4767079982,251.31746031746033
1675611712,100,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,64,0,51000.0,48751.40189257878,32604.096374998335,51478.4767079982,250.53125
1675611713,100,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,65,0,51000.0,48790.32015769291,32604.096374998335,51478.4767079982,249.76923076923077
1675611714,100,,Aggregated,1.300000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,66,0,51000.0,48827.91926387952,32604.096374998335,51478.4767079982,249.03030303030303
1675611715,100,,Aggregated,1.200000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,67,0,51000.0,48864.3775285978,32604.096374998335,51478.4767079982,248.3134328358209
1675611716,100,,Aggregated,1.100000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,68,0,51000.0,48899.60918380958,32604.096374998335,51478.4767079982,247.61764705882354
1675611717,100,,Aggregated,1.100000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,69,0,51000.0,48933.89285444995,32604.096374998335,51478.4767079982,246.94202898550725
1675611718,100,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,70,0,51000.0,48967.118986300615,32604.096374998335,51478.4767079982,246.28571428571428
1675611719,100,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,71,0,51000.0,48999.393020535805,32604.096374998335,51478.4767079982,245.64788732394365
1675611720,100,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,73,0,51000.0,49057.650151246904,32604.096374998335,51478.4767079982,244.42465753424656
1675611721,100,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,74,0,51000.0,49087.20747690579,32604.096374998335,51478.4767079982,243.83783783783784
1675611723,100,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,76,0,51000.0,49140.60893528988,32604.096374998335,51478.4767079982,242.71052631578948
1675611724,100,,Aggregated,1.100000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,79,0,51000.0,49217.23314502576,32604.096374998335,51478.4767079982,241.126582278481
1675611725,100,,Aggregated,1.200000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,81,0,51000.0,49264.19815997576,32604.096374998335,51478.4767079982,240.1358024691358
1675611726,100,,Aggregated,1.300000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,84,0,51000.0,49329.040518345646,32604.096374998335,51478.4767079982,238.73809523809524
1675611727,100,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,86,0,51000.0,49370.69485804692,32604.096374998335,51478.4767079982,237.86046511627907
1675611728,100,,Aggregated,1.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,88,0,51000.0,49410.290953136704,32604.096374998335,51478.4767079982,237.02272727272728
1675611729,100,,Aggregated,1.600000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,90,0,51000.0,49448.26179030028,32604.096374998335,51478.4767079982,236.22222222222223
1675611730,100,,Aggregated,1.700000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,92,0,51000.0,49484.27950907622,32604.096374998335,51478.4767079982,235.45652173913044
1675611731,100,,Aggregated,1.800000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,94,0,51000.0,49518.6750607553,32604.096374998335,51478.4767079982,234.72340425531914
1675611732,100,,Aggregated,1.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,96,0,51000.0,49551.66418276015,32604.096374998335,51478.4767079982,234.02083333333334
1675611733,100,,Aggregated,1.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,98,0,51000.0,49583.20939331612,32604.096374998335,51478.4767079982,233.3469387755102
1675611734,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,100,0,51000.0,49613.404201279765,32604.096374998335,51478.4767079982,232.7
1675611735,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,102,0,51000.0,49642.41168957817,32604.096374998335,51478.4767079982,232.07843137254903
1675611736,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,104,0,51000.0,49670.10544395159,32604.096374998335,51478.4767079982,231.48076923076923
1675611737,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,106,0,51000.0,49696.95882590538,32604.096374998335,51478.4767079982,230.9056603773585
1675611738,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,108,0,51000.0,49722.65272843489,32604.096374998335,51478.4767079982,230.35185185185185
1675611739,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,109,0,51000.0,49734.34629055928,32604.096374998335,51478.4767079982,230.08256880733944
1675611740,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,112,0,51000.0,49780.16945277639,32604.096374998335,52171.39970799326,229.30357142857142
1675611741,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,114,0,51000.0,49803.18487136805,32604.096374998335,52171.39970799326,228.80701754385964
1675611742,100,,Aggregated,1.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,116,0,51000.0,49825.181236732344,32604.096374998335,52171.39970799326,228.32758620689654
1675611743,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,118,0,51000.0,49846.42413244025,32604.096374998335,52171.39970799326,227.864406779661
1675611744,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,120,0,51000.0,49866.86865279965,32604.096374998335,52171.39970799326,227.41666666666666
1675611745,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,122,0,51000.0,49886.47155193399,32604.096374998335,52171.39970799326,226.98360655737704
1675611746,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,125,0,51000.0,49914.046835359535,32604.096374998335,52171.39970799326,226.36
1675611747,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,128,0,51000.0,49940.41692548399,32604.096374998335,52171.39970799326,225.765625
1675611748,100,,Aggregated,2.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,131,0,51000.0,49965.45205218273,32604.096374998335,52171.39970799326,225.19847328244273
1675611749,100,,Aggregated,2.100000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,134,0,51000.0,49989.53718253693,32604.096374998335,52171.39970799326,224.65671641791045
1675611750,100,,Aggregated,2.200000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,137,0,51000.0,50012.45291151047,32604.096374998335,52171.39970799326,224.13868613138686
1675611751,100,,Aggregated,2.300000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,140,0,51000.0,50034.253660135226,32604.096374998335,52171.39970799326,223.64285714285714
1675611752,100,,Aggregated,2.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,142,0,51000.0,50048.73875764745,32604.096374998335,52171.39970799326,223.32394366197184
1675611753,100,,Aggregated,2.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,145,0,51000.0,50069.28789082699,32604.096374998335,52171.39970799326,222.86206896551724
